"taxon_name","Mass_g","activity_nocturnal","diet","diet_carnivore","diet_granivore","diet_herbivore","diet_inflorescence","diet_invertivore","diet_omnivore","dispersal_HWI","dominant_pyrome","litter_size_n","nest_branch","nest_burrow","nest_cave","nest_ground","nest_hollows","nesting","pyrome_breadth","stratum","stratum_aerial","stratum_arboreal_insessorial","stratum_terrestrial","max_longevity_d","activity_cathemeral","activity_crepuscular","activity_diurnal","dispersal_km","home_range_km2","litters_per_year_n","n_offspring_year","stratum_CWD","stratum_aquatic","stratum_fossorial","stratum_grass_hummock","stratum_saxicolous","hibernation_torpor","volant","COMMON_NAME","TaxaGroup","TAXON_ID","TAXON_TYPE"
"Charadrius leschenaultii","74.8","0","carnivore","1","0","0","0","0","0","53.1","1",3,"0","0","0","1","0","ground","7","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3,NA,"1","0",NA,"0","0","1","Greater Sand Plover","Birds",10141,"Waders"
"Charadrius mongolus","64","0","carnivore","1","0","0","0","0","0","58.5","1",3,"0","0","0","1","0","ground","5","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3,NA,"1","0",NA,"0","0","1","Lesser Sand Plover","Birds",10139,"Waders"
"Charadrius ruficapillus","37.4","0","carnivore","1","0","0","0","0","0","52.7","1",2.905,"0","0","0","1","0","ground","7","terrestrial","0","0","1",6935,NA,NA,NA,NA,NA,1.5,4.3575,NA,"1","0",NA,"0","0","1","Red-capped Plover","Birds",10143,"Waders"
"Chelodina expansa","9450",NA,"carnivore","1","0","0","0","1","0",NA,"3",28,"0",NA,"0",NA,"0",NA,"7",NA,"0","0","0",3002.23871921182,NA,NA,NA,0.321864973262032,1.53048586353734,1,28,"0","1","0","0","0","1","0","Broad-shelled Turtle","Reptiles",5133,"Reptiles"
"Chelodina longicollis","1293","1","omnivore","0","0","0","0","1","1",NA,"1",13.9,"0",NA,"0",NA,"0",NA,"7",NA,"0","0","0",13505,0,"0","0",0.321864973262032,1.53048586353734,3,41.7,"0","1","0","0","0","1","0","Eastern Snake-necked Turtle","Reptiles",5134,"Reptiles"
"Chenonetta jubata","807.5","0","herbivore","0","0","1","0","0","0","47","1",9.7,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,9.7,NA,"0","0",NA,"0","0","1","Australian Wood Duck","Birds",10202,"Other Non-passerine birds"
"Cheramoeca leucosternus","14.1","0","invertivore","0","0","0","0","1","0","54.7","1",4.9,"1","0","0","0","0","branch","8","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,4.9,NA,"0","0",NA,"0","0","1","White-backed Swallow","Birds",10358,"Passerine birds"
"Chlamydera maculata","140","0","omnivore","0","0","0","0","0","1","17.8",NA,2.2,NA,"0","0",NA,NA,NA,NA,"insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.2,NA,"0","0",NA,"0","0","1","Spotted Bowerbird","Birds",10680,"Passerine birds"
"Chlidonias hybridus javanicus","83.7","0","carnivore","1","0","0","0","0","0","63.6","1",2.635,"0","0","0","1","0","ground","8","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,2.635,NA,"1","0",NA,"0","0","1","Whiskered Tern","Birds",10110,"Waders"
"Chlidonias leucopterus","54.2","0","carnivore","1","0","0","0","0","0","61.4","1",2.91,"0","0","0","1","0","ground","8","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,2.91,NA,"1","0",NA,"0","0","1","White-winged Black Tern","Birds",10109,"Waders"
"Christinus marmoratus","7.07945784384138","1","omnivore","0","0","0","0","1","1",NA,"1",2,"0",NA,"0",NA,"0",NA,"8",NA,"0","1","0",4672,0,"0","0",0.05,0.02,1,2,"1","0","0","0","1","1","0","Marbled Gecko","Reptiles",12126,"Reptiles"
"Chroicocephalus novaehollandiae","269","0","omnivore","0","0","0","0","0","1","53","1",3,"0","0","0","1","0","ground","8","generalist","0","0","0",5353.33333455,NA,NA,NA,NA,NA,1.5,4.5,NA,"1","0",NA,"0","0","1","Silver Gull","Birds",10125,"Waders"
"Chrysococcyx basalis","23.1","0","invertivore","0","0","0","0","1","0","40.6","1",1,"1","0","0","0","0","branch","8","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","Horsfield's Bronze-Cuckoo","Birds",10342,"Other Non-passerine birds"
"Chrysococcyx lucidus","24.4","0","invertivore","0","0","0","0","1","0","44","1",1,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","Shining Bronze-Cuckoo","Birds",10344,"Other Non-passerine birds"
"Chrysococcyx osculans","30.9","0","invertivore","0","0","0","0","1","0","39.8","1",1,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","Black-eared Cuckoo","Birds",10341,"Other Non-passerine birds"
"Cincloramphus cruralis","49.2","0","invertivore","0","0","0","0","1","0","23","3",NA,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","1","Brown Songlark","Birds",10508,"Passerine birds"
"Cincloramphus mathewsi","29.3","0","invertivore","0","0","0","0","1","0","21.4","1",NA,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","1","Rufous Songlark","Birds",10509,"Passerine birds"
"Cinclosoma castanotus","73.3","0","invertivore","0","0","0","0","1","0","24.3","14",2,"0","0","0","1","0","ground","4","terrestrial","0","0","1",2950.416666545,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Chestnut Quail-thrush","Birds",10437,"Passerine birds"
"Cinclosoma punctatum","113.3","0","invertivore","0","0","0","0","1","0","21.8","4",2.2,"0","0","0","1","0","ground","5","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,2.2,NA,"0","0",NA,"0","0","1","Spotted Quail-thrush","Birds",10436,"Passerine birds"
"Circus approximans","746.2","0","carnivore","1","0","0","0","0","0","44.7","1",3.77,"0","0","0","1","0","ground","8","aerial","1","0","0",6570,NA,NA,NA,NA,NA,1,3.77,NA,"0","0",NA,"0","0","1","Swamp Harrier","Birds",10219,"Other Non-passerine birds"
"Circus assimilis","558.6","0","carnivore","1","0","0","0","0","0","45","3",3,"1","0","0","0","0","branch","8","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,3,NA,"0","0",NA,"0","0","1","Spotted Harrier","Birds",10218,"Other Non-passerine birds"
"Cisticola exilis","7","0","invertivore","0","0","0","0","1","0","16.4","1",3.1,"1","0","0","0","0","branch","7","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3.1,NA,"0","0",NA,"0","0","1","Golden-headed Cisticola","Birds",10525,"Passerine birds"
"Cladorhynchus leucocephalus","216","0","carnivore","1","0","0","0","0","0","52","14",3.25,"0","0","0","1","0","ground","7","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3.25,NA,"1","0",NA,"0","0","1","Banded Stilt","Birds",10147,"Waders"
"Climacteris affinis","21.7","0","invertivore","0","0","0","0","1","0","27.9","14",1.85,"0","0","0","0","1","hollows","6","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,1.85,NA,"0","0",NA,"0","0","1","White-browed Treecreeper","Birds",10561,"Passerine birds"
"Climacteris erythrops","23.3","0","invertivore","0","0","0","0","1","0","25.2","4",2,"0","0","0","0","1","hollows","4","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Red-browed Treecreeper","Birds",10560,"Passerine birds"
"Climacteris picumnus victoriae","28.9","0","invertivore","0","0","0","0","1","0","25.9","1",3,"0","0","0","0","1","hollows","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,3,NA,"0","0",NA,"0","0","1","Brown Treecreeper (south-eastern ssp.)","Birds",60555,"Passerine birds"
"Colluricincla harmonica","65.8","0","invertivore","0","0","0","0","1","0","19.2","1",2.9,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.9,NA,"0","0",NA,"0","0","1","Grey Shrike-thrush","Birds",10408,"Passerine birds"
"Columba leucomela","420","0","omnivore","0","0","0","0","0","1","32.2","4",1,NA,"0","0",NA,NA,NA,"3","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","White-headed Pigeon","Birds",10028,"Other Non-passerine birds"
"Coracina maxima","127","0","invertivore","0","0","0","0","1","0","41.3","13",2.4,"1","0","0","0","0","branch","5","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,2.4,NA,"0","0",NA,"0","0","1","Ground Cuckoo-shrike","Birds",10423,"Passerine birds"
"Coracina novaehollandiae","118","0","invertivore","0","0","0","0","1","0","38.4","1",2.45,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,2,4.9,NA,"0","0",NA,"0","0","1","Black-faced Cuckoo-shrike","Birds",10424,"Passerine birds"
"Coracina papuensis","63.5","0","invertivore","0","0","0","0","1","0","30.1","1",2.4,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.4,NA,"0","0",NA,"0","0","1","White-bellied Cuckoo-shrike","Birds",10425,"Passerine birds"
"Coracina tenuirostris","60.9","0","invertivore","0","0","0","0","1","0","31.9","4",1,"1","0","0","0","0","branch","4","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","Common Cicadabird","Birds",10429,"Passerine birds"
"Corcorax melanorhamphos","364","0","omnivore","0","0","0","0","0","1","22.6","1",3.6,"1","0","0","0","0","branch","8","terrestrial","0","0","1",5949.5,NA,NA,NA,NA,NA,1.5,5.4,NA,"0","0",NA,"0","0","1","White-winged Chough","Birds",10693,"Passerine birds"
"Cormobates leucophaeus","22","0","invertivore","0","0","0","0","1","0","30.5","1",2.5,"0","0","0","0","1","hollows","7","insessorial","0","1","0",3102.5,NA,NA,NA,NA,NA,2,5,NA,"0","0",NA,"0","0","1","White-throated Treecreeper","Birds",10558,"Passerine birds"
"Corvus bennetti","389","0","omnivore","0","0","0","0","0","1","41.1","14",4.95,"1","0","0","0","0","branch","6","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,4.95,NA,"0","0",NA,"0","0","1","Little Crow","Birds",10691,"Passerine birds"
"Corvus coronoides","644.3","0","omnivore","0","0","0","0","0","1","41.1","1",3.95,"1","0","0","0","0","branch","8","generalist","0","0","0",7957,NA,NA,NA,NA,NA,1,3.95,NA,"0","0",NA,"0","0","1","Australian Raven","Birds",10930,"Passerine birds"
"Corvus mellori","540.4","0","omnivore","0","0","0","0","0","1","39.5","1",3.95,"1","0","0","0","0","branch","8","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,3.95,NA,"0","0",NA,"0","0","1","Little Raven","Birds",10954,"Passerine birds"
"Corvus tasmanicus","676.3","0","omnivore","0","0","0","0","0","1","38.8","1",4,"1","0","0","0","0","branch","5","generalist","0","0","0",7957,NA,NA,NA,NA,NA,1,4,NA,"0","0",NA,"0","0","1","Forest Raven","Birds",10868,"Passerine birds"
"Coturnix pectoralis","101.9","0","granivore","0","1","0","0","0","0","45.6","1",7.55,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,7.55,NA,"0","0",NA,"0","0","1","Stubble Quail","Birds",10009,"Other Non-passerine birds"
"Coturnix ypsilophora australis","107.7",NA,"granivore","0","1","0","0","0","0","33.5","1",NA,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","1","Brown Quail","Birds",10010,"Other Non-passerine birds"
"Cracticus nigrogularis","128","0","omnivore","0","0","0","0","0","1","27.9","3",3.7,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,3.7,NA,"0","0",NA,"0","0","1","Pied Butcherbird","Birds",10700,"Passerine birds"
"Cracticus tibicen","284.9","0","invertivore","0","0","0","0","1","0","40.7","1",4,"1","0","0","0","0","branch","8","terrestrial","0","0","1",7665,NA,NA,NA,NA,NA,1,4,NA,"0","0",NA,"0","0","1","Australian Magpie","Birds",10705,"Passerine birds"
"Cracticus torquatus","82.9","0","omnivore","0","0","0","0","0","1","26.4","1",3.9,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,3.9,NA,"0","0",NA,"0","0","1","Grey Butcherbird","Birds",10702,"Passerine birds"
"Crinia parinsignifera","0.66",NA,NA,"0","0","1","0","1","0",NA,"3",130,"0","0","0","1","0",NA,"7",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,130,NA,"1","1",NA,"1","1","0","Plains Froglet","Amphibians",13131,"Amphibians"
"Crinia signifera","1.9","1",NA,"0","0","1","0","1","0",NA,"1",215,"0","1","0","1","0",NA,"8",NA,"0","0","1",2555,NA,NA,NA,NA,NA,1,215,NA,"1","1",NA,"1","1","0","Common Froglet","Amphibians",13134,"Amphibians"
"Crinia sloanei","0.47",NA,NA,"0","0","1","0","1","0",NA,"3",200,"0","0","0","1","0",NA,"4",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,200,NA,"1","1",NA,"0","1","0","Sloane's Froglet","Amphibians",13135,"Amphibians"
"Cryptoblepharus pannosus","1.62181009735893","0","carnivore","1","0","0","0","1","0",NA,"3",1.5,"0",NA,"0",NA,"0",NA,"8",NA,"0","1","0",1461.12,0,"0","1",0.05,0.02,2,3,"1","0","0","0","1","1","0","Carnaby's Wall Skink","Reptiles",12326,"Reptiles"
"Ctenophorus fordi","6.30957344480193","0","carnivore","1","0","0","0","1","0",NA,"1",2.4,"0",NA,"0",NA,"0",NA,"6","terrestrial","0","0","1",730,0,"0","1",0.1,0.05,4,9.6,"0","0","0","1","0","1","0","Mallee Dragon","Reptiles",12185,"Reptiles"
"Ctenophorus pictus","13.4896288259165","0","carnivore","1","0","0","0","1","0",NA,"1",4,"0",NA,"0",NA,"0",NA,"7","terrestrial","0","0","1",730,0,"0","1",0.2,0.1,4,16,"0","0","0","0","0","1","0","Painted Dragon","Reptiles",12199,"Reptiles"
"Ctenotus brachyonyx","11.7489755493953","0","carnivore","1","0","0","0","1","0",NA,"14",NA,"0",NA,"0",NA,"0",NA,"4","terrestrial","0","0","1",NA,0,"0","1",NA,NA,NA,NA,"0","0","0","1","0","1","0","Murray Striped Skink","Reptiles",12342,"Reptiles"
"Ctenotus olympicus","8.7096358995608","0","carnivore","1","0","0","0","1","0",NA,"13",3.5,"0",NA,"0",NA,"0",NA,"4","terrestrial","0","0","1",3002.23871921182,0,"0","1",0.1,0.05,1,3.5,"0","0","0","0","0","1","0","Saltbush Striped Skink","Reptiles",19008,"Reptiles"
"Ctenotus orientalis","11.4815362149688","0","carnivore","1","0","0","1","1","0",NA,"1",4,"0",NA,"0",NA,"0",NA,"6","terrestrial","0","0","1",3002.23871921182,0,"0","1",0.1,0.05,1,4,"0","0","0","0","0","1","0","Eastern Striped Skink","Reptiles",12936,"Reptiles"
"Ctenotus regius","11.7489755493953","0","carnivore","1","0","0","1","1","0",NA,"14",3.5,"0",NA,"0",NA,"0",NA,"4","terrestrial","0","0","1",1460,0,"0","1",0.1,0.05,1,3.5,"0","0","0","1","0","1","0","Regal Striped Skink","Reptiles",12374,"Reptiles"
"Ctenotus robustus","42.6579518801593","0","omnivore","0","0","0","1","1","1",NA,"1",6,"0",NA,"0",NA,"0",NA,"8","terrestrial","0","0","1",NA,0,"0","1",NA,NA,1,6,"0","0","0","0","0","1","0","Large Striped Skink","Reptiles",12375,"Reptiles"
"Ctenotus taeniatus","3.46736850452532","0","carnivore","1","0","0","0","1","0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"4","terrestrial","0","0","1",3002.23871921182,0,"0","1",0.05,0.02,NA,NA,"0","0","0","1","0","1","0","Brooks's Striped Skink","Reptiles",62933,"Reptiles"
"Ctenotus taeniolatus","14.7910838816821","0","carnivore","1","0","0","0","1","0",NA,"4",4.6,"0",NA,"0",NA,"0",NA,"3","terrestrial","0","0","1",1825,0,"0","1",0.1,0.05,1,4.6,"0","0","0","0","0","1","0","Copper-tailed Skink","Reptiles",12386,"Reptiles"
"Cyclodomorphus praealtus","43.6515832240166","0","carnivore","1","0","0","0","1","0",NA,"4",4.9,"0",NA,"0",NA,"0",NA,"1",NA,"0","0","1",3002.23871921182,0,"0","1",0.1,0.05,1,4.9,"0","0","0","1","0","1","0","Alpine She-oak Skink","Reptiles",12987,"Reptiles"
"Cygnus atratus","5623.2","0","herbivore","0","0","1","0","0","0","44.9","1",5.5,"0","0","0","1","0","ground","8","aquatic","0","0","0",14600,NA,NA,NA,NA,NA,1,5.5,NA,"0","0",NA,"0","0","1","Black Swan","Birds",10203,"Other Non-passerine birds"
"Dacelo novaeguineae","333.8","0","omnivore","0","0","0","0","0","1","29.1","1",2.46,"0","0","0","0","1","hollows","8","insessorial","0","1","0",4136.66666545,NA,NA,NA,NA,NA,1,2.46,NA,"0","0",NA,"0","0","1","Laughing Kookaburra","Birds",10322,"Other Non-passerine birds"
"Daphoenositta chrysoptera","11.7","0","invertivore","0","0","0","0","1","0","30.2","1",2.75,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.75,NA,"0","0",NA,"0","0","1","Varied Sittella","Birds",10549,"Passerine birds"
"Dasyornis brachypterus","41.8","0","omnivore","0","0","0","0","0","1","7.1","4",2.25,NA,"0","0",NA,NA,NA,"3","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.25,NA,"0","0",NA,"0","0","1","Eastern Bristlebird","Birds",10519,"Passerine birds"
"Dasyornis broadbenti","67.9","0","invertivore","0","0","0","0","1","0","5.5","1",2,"1","0","0","0","0","branch","2","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Rufous Bristlebird","Birds",10521,"Passerine birds"
"Dasyurus maculatus maculatus","1782","1","carnivore","1","0","0","0","1","0",NA,"4",4.47,"0","0","0","1","0","ground","4","terrestrial","0","0","1",2482,0,"0","0",1.456,1.36,1,4.47,NA,"0","1",NA,NA,"0","0","Spot-tailed Quoll","Mammals",11008,"Mammals"
"Delma australis","4.57088189614875","0","omnivore","0","0","0","0","1","1",NA,"1",2,"0",NA,"0",NA,"0",NA,"6","terrestrial","0","0","1",4183.32571428572,1,"0","0",0.1,0.1,1,2,"0","0","0","1","0","1","0","Southern Legless Lizard","Reptiles",12154,"Reptiles"
"Delma butleri","5.75439937337157","0","carnivore","1","0","0","0","1","0",NA,"14",2,"0",NA,"0",NA,"0",NA,"5",NA,"0","1","1",4183.32571428572,1,"0","0",0.1,0.1,1,2,"0","0","0","1","0","1","0","Butler's Legless Lizard","Reptiles",12167,"Reptiles"
"Delma impar","6.16595001861482","0","carnivore","1","0","0","0","1","0",NA,"1",2,"0",NA,"0",NA,"0",NA,"5",NA,"0","0","1",7300,0,"0","1",0.1,0.1,1,2,"1","0","1","1","0","1","0","Striped Legless Lizard","Reptiles",12159,"Reptiles"
"Delma inornata","7.41310241300917","0","carnivore","1","0","0","0","1","0",NA,"3",2,"0",NA,"0",NA,"0",NA,"7","terrestrial","0","0","1",1825,1,"0","0",0.1,0.1,1,2,"1","0","0","0","0","1","0","Olive Legless Lizard","Reptiles",12160,"Reptiles"
"Demansia psammophis","186.208713666287","0","carnivore","1","0","0","0","0","0",NA,"14",5.9,"0",NA,"0",NA,"0",NA,"6","terrestrial","0","0","1",2191.68,0,"0","1",0.5,2,1,5.9,"0","0","0","1","0","1","0","Yellow-faced Whip Snake","Reptiles",12655,"Reptiles"
"Dendrocygna eytoni","790","0","herbivore","0","0","1","0","0","0","37.5","3",11,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,11,NA,"0","0",NA,"0","0","1","Plumed Whistling-Duck","Birds",10205,"Other Non-passerine birds"
"Dicaeum hirundinaceum","9","0","invertivore","0","0","0","0","1","0","25.7","1",3.5,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,3.5,NA,"0","0",NA,"0","0","1","Mistletoebird","Birds",10564,"Passerine birds"
"Dicrurus bracteatus","85.5","0","invertivore","0","0","0","0","1","0","23.2","1",3.9,NA,"0","0",NA,NA,NA,"3","insessorial","0","1","0",2889.583333455,NA,NA,NA,NA,NA,1,3.9,NA,"0","0",NA,"0","0","1","Spangled Drongo","Birds",10673,"Passerine birds"
"Diplodactylus damaeus","4.26579518801593","1","carnivore","1","0","0","0","1","0",NA,"14",2,"0",NA,"0",NA,"0",NA,"5","terrestrial","0","0","1",2482,0,"0","0",0.1,0.5,2,4,"0","0","0","0","0","1","0","Beaded Gecko","Reptiles",12109,"Reptiles"
"Diplodactylus tessellatus","4.07380277804113","1","carnivore","1","0","0","0","1","0",NA,"14",2,"0",NA,"0",NA,"0",NA,"6","terrestrial","0","0","1",1095,0,"0","0",0.07,0.02,2,4,"0","0","0","0","0","1","0","Tessellated Gecko","Reptiles",12076,"Reptiles"
"Diplodactylus vittatus","4.16869383470335","1","carnivore","1","0","0","0","1","0",NA,"1",2,"0",NA,"0",NA,"0",NA,"7","terrestrial","0","0","1",1095,0,"0","0",0.07,0.02,2,4,"1","0","0","1","0","1","0","Wood Gecko","Reptiles",12077,"Reptiles"
"Dromaius novaehollandiae","34093.3","0","omnivore","0","0","0","0","0","1","0.1","1",9.5,"0","0","0","1","0","ground","8","terrestrial","0","0","1",6059,NA,NA,NA,NA,NA,1.499938019,14.2494111805,NA,"0","0",NA,"0","0","0","Emu","Birds",10001,"Other Non-passerine birds"
"Drymodes brunneopygia","33","0","invertivore","0","0","0","0","1","0","13.6","1",1,"1","0","0","0","0","branch","6","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","Southern Scrub-robin","Birds",10441,"Passerine birds"
"Drysdalia coronoides","33.8844156139203","0","carnivore","1","0","0","0","0","0",NA,"1",5.4,"0",NA,"0",NA,"0",NA,"4","terrestrial","0","0","1",2191.68,0,"0","1",0.5,0.5,1,5.4,"1","0","0","0","0","1","0","White-lipped Snake","Reptiles",12665,"Reptiles"
"Drysdalia mastersii","10","1","carnivore","1","0","0","0","0","0",NA,"1",2.8,"0",NA,"0",NA,"0",NA,"4","terrestrial","0","0","1",2191.68,0,"0","0",0.2,0.2,1,2.8,"1","0","0","1","0","1","0","Masters' Snake","Reptiles",12666,"Reptiles"
"Dupetor flavicollis","321","0","carnivore","1","0","0","0","0","0","30.4","4",4,NA,"0","0",NA,NA,NA,"3","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,2,8,NA,"0","0",NA,"0","0","1","Black Bittern","Birds",60196,"Other Non-passerine birds"
"Echiopsis curta","74.1310241300918","1","carnivore","1","0","0","0","0","0",NA,"1",7.1,"0",NA,"0",NA,"0",NA,"5","terrestrial","0","0","1",2191.68,0,"0","0",0.5,0.2,1,7.1,"1","0","0","1","0","1","0","Bardick","Reptiles",12667,"Reptiles"
"Egernia cunninghami","398.107170553497","0","herbivore","0","0","1","0","1","0",NA,"1",5.8,"0",NA,"0",NA,"0",NA,"5","saxicolous","0","0","0",18250,0,"0","1",0.05,0.03,1,5.8,"0","0","0","0","1","1","0","Cunningham's Skink","Reptiles",12408,"Reptiles"
"Egernia saxatilis intermedia","54.9540873857625","0","omnivore","0","0","0","0","1","1",NA,"4",2,"0",NA,"0",NA,"0",NA,"5",NA,"0","1","0",2920,0,"0","1",0.05,0.05,1,2,"1","0","0","0","1","1","0","Black Rock Skink","Reptiles",62938,"Reptiles"
"Egernia striolata","38.0189396320561","0","omnivore","0","0","0","0","1","1",NA,"3",4.3,"0",NA,"0",NA,"0",NA,"7",NA,"0","1","0",5475,0,"0","1",0.05,0.05,1,4.3,"1","0","0","0","1","1","0","Tree Skink","Reptiles",12429,"Reptiles"
"Egretta garzetta nigripes","312","0","carnivore","1","0","0","0","0","0","33.1","1",4,"0","0","0","1","0","ground","7","terrestrial","0","0","1",8154.1,NA,NA,NA,NA,NA,1,4,NA,"0","0",NA,"0","0","1","Little Egret","Birds",10185,"Other Non-passerine birds"
"Egretta novaehollandiae","558.6","0","carnivore","1","0","0","0","0","0","37.5","1",4.5,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,4.5,NA,"0","0",NA,"0","0","1","White-faced Heron","Birds",10188,"Other Non-passerine birds"
"Egretta sacra","502","0","carnivore","1","0","0","0","0","0","32.9","4",3.75,"0","0","0","1","0","ground","2","terrestrial","0","0","1",3132.916666545,NA,NA,NA,NA,NA,1,3.75,NA,"0","0",NA,"0","0","1","Eastern Reef Egret","Birds",10191,"Other Non-passerine birds"
"Elanus axillaris","270.1","0","carnivore","1","0","0","0","0","0","53.1","1",3.75,"1","0","0","0","0","branch","8","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,3.75,NA,"0","0",NA,"0","0","1","Black-shouldered Kite","Birds",10232,"Other Non-passerine birds"
"Elseyornis melanops","33","0","carnivore","1","0","0","0","0","0","45.8","1",3,"0","0","0","1","0","ground","8","terrestrial","0","0","1",2524.583333455,NA,NA,NA,NA,NA,1,3,NA,"1","0",NA,"0","0","1","Black-fronted Dotterel","Birds",10144,"Waders"
"Emydura macquarii","1740",NA,"omnivore","1","0","1","0","1","1",NA,"1",13.2,"0",NA,"0",NA,"0",NA,"8",NA,"0","0",NA,7628.5,NA,NA,NA,0.321864973262032,1.53048586353734,2.5,33,"0","1","0","0","0","1","0","Murray River Turtle","Reptiles",5135,"Reptiles"
"Entomyzon cyanotis","105.3","0","omnivore","0","0","0","0","0","1","25.7","3",2.28,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.28,NA,"0","0",NA,"0","0","1","Blue-faced Honeyeater","Birds",10641,"Passerine birds"
"Eolophus roseicapillus","328",NA,"granivore","0","1","0","0","0","0","44.9","1",3,"0","0","0","0","1","hollows","8","terrestrial","0","0","1",26572,NA,NA,NA,NA,NA,1,3,NA,"0","0",NA,"0","0","1","Galah","Birds",10273,"Other Non-passerine birds"
"Eopsaltria australis","20.2","0","invertivore","0","0","0","0","1","0","24.4","4",2.2,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.2,NA,"0","0",NA,"0","0","1","Eastern Yellow Robin","Birds",10392,"Passerine birds"
"Epthianura albifrons","13.3","0","invertivore","0","0","0","0","1","0","22.9","1",3,"1","0","0","0","0","branch","8","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,3,NA,"0","0",NA,"0","0","1","White-fronted Chat","Birds",10448,"Passerine birds"
"Epthianura aurifrons","10.5","0","invertivore","0","0","0","0","1","0","20.5","14",2.64,"1","0","0","0","0","branch","7","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,2.64,NA,"0","0",NA,"0","0","1","Orange Chat","Birds",10450,"Passerine birds"
"Epthianura tricolor","10.7","0","invertivore","0","0","0","0","1","0","24.6","14",3.165,"1","0","0","0","0","branch","7","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,3.165,NA,"0","0",NA,"0","0","1","Crimson Chat","Birds",10449,"Passerine birds"
"Erythrogonys cinctus","51.4","0","carnivore","1","0","0","0","0","0","42.2","1",3.83,"0","0","0","1","0","ground","7","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3.83,NA,"1","0",NA,"0","0","1","Red-kneed Dotterel","Birds",10132,"Waders"
