"TaxonCode","ScientificName","CommonName","LifeForm","HabitatVicForest","Broad_habitat","OpenCountryTolernat_Jradford","FeedGuild","Diet_viaHlada_simplifiedARI_ReadersDigest","NestGuildVicForest","HollowDep","Status","Migration","TaxonGroup","Weight_mean.g","BroodSize_mean","Egg_mass_Lislevand_g","Mating_System_Lislevand","genus"
10729,"Tyto capensis","Grass Owl","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Tyto"
10733,"Aplonis fusca hulliana","Tasman Starling (Lord Howe Is subsp)","Passerine Birds","W","F","F","W","I","W",0,0,"V","MISSING",57,3.25061728395062,37.2277192982456,2.22448979591837,"Aplonis"
10734,"Alectonis chukar","Chukar Partridge","Non-passerine Birds","W","F","F","W","I","W",0,0,"V","MISSING",625,3.25061728395062,37.2277192982456,2.22448979591837,"Alectonis"
10735,"Anser anser","Domestic Goose","Non-passerine Birds","W","F","F","W","I","W",0,0,"V","MISSING",3300,3.25061728395062,37.2277192982456,2.22448979591837,"Anser"
10736,"Numida meleagris","Helmeted Guinea Fowl","Non-passerine Birds","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Numida"
10746,"Porphyrio albus","White Gallinule","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Porphyrio"
10765,"Caprimulgus affinis","Savanna Nightjar","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Caprimulgus"
10770,"Charadrius alexandrinus","Kentish Plover","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Charadrius"
10771,"Ardenna gravis","Great Shearwater","AVES","W","F","F","W","I","W",0,1,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Ardenna"
10772,"Ardenna creatopus","Pink-footed Shearwater","AVES","W","F","F","W","I","W",0,1,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Ardenna"
10773,"Pterodroma incerta","Atlantic Petrel","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Pterodroma"
10780,"Zoothera heinei","Russet-tailed Thrush","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Zoothera"
10791,"Urodynamis taitensis","Long-tailed Cuckoo","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Urodynamis"
10806,"Lonchura oryzivora","Java Sparrow","Passerine Birds","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Lonchura"
10810,"Pterodroma externa","Juan Fernandez Petrel","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Pterodroma"
10828,"Apus affinis","House Swift","Non-passerine Birds","W","F","F","W","I","W",0,0,"V","MISSING",25.5,2.3,2.42,2.22448979591837,"Apus"
10846,"Diomedea antipodensis","Antipodean Albatross","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Diomedea"
10847,"Diomedea gibsoni","Gibson's Albatross","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Diomedea"
10869,"Euplectes orix","Red Bishopbird","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Euplectes"
10871,"Amytornis barbatus barbatus","Grey Grasswren","Passerine Birds","W","W","F","W","O","W",0,0,"V","MISSING",19,2.5,2.39,2.22448979591837,"Amytornis"
10872,"Acrocephalus orientalis","Oriental Reed-Warbler","Passerine Birds","W","W","F","W","I","W",0,0,"V","MISSING",25.5,3.25061728395062,37.2277192982456,2.22448979591837,"Acrocephalus"
10873,"Pycnonotus cafer","Red-vented Bulbul","Passerine Birds","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Pycnonotus"
10889,"Calidris mauri","Western Sandpiper","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Calidris"
10892,"Bartramia longicauda","Upland Sandpiper","AVES","W","F","F","W","I","W",0,0,"V","MISSING",150.5,4,23.5,2.22448979591837,"Bartramia"
10902,"Gallus gallus","Red Junglefowl","AVES","W","F","F","W","I","W",0,0,"V","MISSING",672,11.5,37.2277192982456,4,"Gallus"
10912,"Puffinus lherminieri","Audubon's Shearwater","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Puffinus"
10920,"Pseudobulweria rostrata","Tahiti Petrel","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Pseudobulweria"
10921,"Pterodroma arminjoniana","Herald Petrel","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Pterodroma"
10926,"Pygoscelis papua","Gentoo Penguin","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Pygoscelis"
10928,"Struthio camelus","Ostrich","AVES","W","F","F","W","I","W",0,0,"V","MISSING",107500,7,1500,4,"Struthio"
10936,"Turdus poliocephalus","Island Thrush","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Turdus"
10938,"Pomatostomus halli","Hall's Babbler","AVES","W","F","F","W","I","W",0,0,"V","MISSING",39.95,2,37.2277192982456,2,"Pomatostomus"
10943,"Zosterops tenuirostris strenuus","Robust White-eye","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Zosterops"
10944,"Fregetta grallaria","White-bellied Storm-Petrel","AVES","W","F","F","W","I","W",0,0,"V","MISSING",49.5,1,10.8,2.22448979591837,"Fregetta"
10958,"Gerygone modesta","Norfolk Island Gerygone","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Gerygone"
10966,"Gallirallus sylvestris","Lord Howe Woodhen","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Gallirallus"
10973,"Diomedea epomophora sanfordi","Northern Royal Albatross","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Diomedea"
10983,"Lonchura punctulata","Nutmeg Mannikin","Passerine Birds","W","O","F","W","G","W",0,0,"V","MISSING",1613.16038961039,5.5,1.15,4,"Lonchura"
10984,"Pagodroma nivea","Snow Petrel","Marine Birds","W","F","F","W","I","W",0,0,"V","MISSING",317,1,47,2,"Pagodroma"
19003,"Artamus sp.","Unknown Woodswallow","Passerine Birds","W","F","F","W","I","W",0,0,"V","MISSING",40,3.25061728395062,37.2277192982456,2.22448979591837,"Artamus"
19066,"Branta canadensis","Canadian Goose","Non-passerine Birds","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Branta"
25131,"Psittacula krameri","Indian Ringneck Parrot","Non-passerine Birds","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Psittacula"
60566,"Pardalotus xanthopygus punctatus","Yellow-rumped Pardalote","Passerine Birds","W","F","F","W","I","W",0,0,"V","passerine10g",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Pardalotus"
