"TaxonCode","ScientificName","CommonName","LifeForm","HabitatVicForest","Broad_habitat","OpenCountryTolernat_Jradford","FeedGuild","Diet_viaHlada_simplifiedARI_ReadersDigest","NestGuildVicForest","HollowDep","Status","Migration","TaxonGroup","Weight_mean.g","BroodSize_mean","Egg_mass_Lislevand_g","Mating_System_Lislevand","genus"
10424,"Coracina novaehollandiae","Black-faced Cuckoo-shrike","Passerine Birds","F","F","T","C","I","V",0,0,"SP","passerine75g",115,2.5,8.6,2,"Coracina"
10432,"Sphecotheres viridis","Australasian Figbird","Passerine Birds","F","F","F","F","F","X",0,1,"V","passerine75g",120,4,13.6558823529412,2,"Sphecotheres"
10521,"Dasyornis broadbenti","Rufous Bristlebird","AVES","F","F","F","DG","I","V",0,0,"N","passerine75g",77,2,6.65,2,"Dasyornis"
10634,"Manorina melanocephala","Noisy Miner","Passerine Birds","O","O","T","N","I","V",0,0,"N","passerine75g",75,3,5.35,2,"Manorina"
10645,"Philemon corniculatus","Noisy Friarbird","Passerine Birds","F","F","F","N","N","V",0,0,"SP","passerine75g",109,3,8.55,2,"Philemon"
10671,"Oriolus sagittatus","Olive-backed Oriole","Passerine Birds","F","F","F","F","I","V",0,0,"S","passerine75g",95,3,9.7,2,"Oriolus"
10673,"Dicrurus bracteatus","Spangled Drongo","Passerine Birds","F","F","F","C","I","X",0,1,"S","passerine75g",82,4,13.6558823529412,2,"Dicrurus"
10675,"Struthidea cinerea","Apostlebird","Passerine Birds","F","F","F","V","G","V",0,0,"N","passerine75g",135,5,13.6558823529412,2,"Struthidea"
10679,"Ptilonorhynchus violaceus","Satin Bowerbird","Passerine Birds","F","F","F","F","F","V",0,0,"N","passerine75g",202.5,2,20,5,"Ptilonorhynchus"
10680,"Ptilonorhynchus maculatus","Spotted Bowerbird","Passerine Birds","F","F","F","F","F","V",0,0,"N","passerine75g",140,2,14.6,5,"Ptilonorhynchus"
10691,"Corvus bennetti","Little Crow","Passerine Birds","O","S","O","V","I","V",0,0,"N","passerine75g",400,5,13.6558823529412,2.47619047619048,"Corvus"
10693,"Corcorax melanorhamphos","White-winged Chough","Passerine Birds","F","F","F","OT","I","V",0,0,"N","passerine75g",360,5,13.6558823529412,2.47619047619048,"Corcorax"
10694,"Strepera graculina","Pied Currawong","Passerine Birds","F","F","F","V","I","V",0,0,"L","passerine75g",300,2.5,13.6558823529412,2.47619047619048,"Strepera"
10697,"Strepera versicolor","Grey Currawong","Passerine Birds","F","F","T","V","I","V",0,0,"N","passerine75g",350,3,13.6558823529412,2.47619047619048,"Strepera"
10700,"Cracticus nigrogularis","Pied Butcherbird","Passerine Birds","F","F","T","V","C","V",0,0,"N","passerine75g",120,3,9.8,2,"Cracticus"
10702,"Cracticus torquatus","Grey Butcherbird","Passerine Birds","O","O","T","V","C","V",0,0,"N","passerine75g",90,3,7.8,2,"Cracticus"
10705,"Gymnorhina tibicen","Australian Magpie","Passerine Birds","O","O","O","OG","I","V",0,0,"N","passerine75g",285,4,16.2,2,"Gymnorhina"
10779,"Zoothera lunulata","Bassian Thrush","Passerine Birds","F","F","O","DG","I","V",0,0,"N","passerine75g",100,2.5,13.6558823529412,2.47619047619048,"Zoothera"
10868,"Corvus tasmanicus","Forest Raven","Passerine Birds","F","S","F","V","C","V",0,0,"N","passerine75g",650,4.5,13.6558823529412,2.47619047619048,"Corvus"
10930,"Corvus coronoides","Australian Raven","Passerine Birds","F","O","O","V","I","V",0,0,"N","passerine75g",650,3.5,22,2,"Corvus"
10954,"Corvus mellori","Little Raven","Passerine Birds","O","O","O","V","I","V",0,0,"N","passerine75g",530,3.5,13.6558823529412,2,"Corvus"
10867,"Corvus splendens","House Crow","Passerine Birds","O","O","F","V","C","X",0,1,"V","passerine75g",320,3.9,13.7,2,"Corvus"
10991,"Turdus merula","Common Blackbird","Passerine Birds","F","T","T","DG","I","V",0,0,"N","passerine75g",100,3.5,7.2,2,"Turdus"
10998,"Acridotheres tristis","Common Myna","Passerine Birds","O","T","O","OG","I","LH",1,0,"N","passerine75g",115,4.5,7.1,2,"Acridotheres"
10999,"Sturnus vulgaris","Common Starling","Passerine Birds","O","T","O","OG","I","SH",1,0,"N","passerine75g",87.5,4.5,7,3,"Sturnus"
10453,"Gerygone olivacea","White-throated Gerygone","Passerine Birds","F","F","F","C","I","V",0,0,"S","passerines",7,2.5,1.4,2,"Gerygone"
10454,"Gerygone mouki","Brown Gerygone","Passerine Birds","F","F","F","TS","I","V",0,0,"N","passerines",6,2.5,1.29818181818182,2,"Gerygone"
10463,"Gerygone fusca","Western Gerygone","Passerine Birds","F","F","F","C","I","V",0,0,"C","passerines",6,2.5,1.11,2,"Gerygone"
10465,"Smicrornis brevirostris","Weebill","Passerine Birds","F","F","F","C","I","V",0,0,"N","passerines",6,3,1.03,2,"Smicrornis"
10494,"Sericornis magnirostris","Large-billed Scrubwren","Passerine Birds","F","F","F","TS","I","V",0,0,"N","passerines",10,3.5,2.1,2,"Sericornis"
10525,"Cisticola exilis","Golden-headed Cisticola","Passerine Birds","O","S","O","LS","I","V",0,0,"N","passerines",8,3.5,0.99,4,"Cisticola"
10526,"Stipiturus malachurus","Southern Emu-wren","Passerine Birds","F","F","F","LS","I","V",0,0,"N","passerines",7,3,1.23,2.18181818181818,"Stipiturus"
10527,"Stipiturus mallee","Mallee Emu-wren","Passerine Birds","F","F","F","LS","I","V",0,0,"N","passerines",6,3,1.29818181818182,2.18181818181818,"Stipiturus"
10532,"Malurus splendens","Splendid Fairy-wren","Passerine Birds","F","F","F","OT","I","V",0,0,"N","passerines",9,3,1.44,2,"Malurus"
10535,"Malurus leucopterus","White-winged Fairy-wren","Passerine Birds","O","S","T","LS","I","V",0,0,"N","passerines",7.5,3.5,1.09,2,"Malurus"
10536,"Malurus lamberti","Variegated Fairy-wren","Passerine Birds","F","F","F","LS","I","V",0,0,"N","passerines",7.5,3.5,1.3,2,"Malurus"
10564,"Dicaeum hirundinaceum","Mistletoebird","Passerine Birds","F","F","F","F","F","V",0,0,"N","passerines",9,3,1.16,2,"Dicaeum"
10565,"Pardalotus punctatus","Spotted Pardalote","Passerine Birds","F","F","F","C","I","B",0,0,"C","passerine10g",9,4,1.43,2,"Pardalotus"
10655,"Taeniopygia bichenovii","Double-barred Finch","Passerine Birds","F","F","T","SG","G","V",0,0,"N","passerines",10,4,1.29818181818182,2.18181818181818,"Taeniopygia"
10009,"Coturnix pectoralis","Stubble Quail","Non-passerine Birds","O","O","O","SIG","G","G",0,0,"C","quailpigeon",105,7.6,8.6,2,"Coturnix"
10010,"Coturnix ypsilophora australis","Brown Quail","Non-passerine Birds","F","F","F","SIG","G","G",0,0,"N","quailpigeon",105,7.9,11.2,2,"Coturnix"
10012,"Coturnix chinensis victoriae","King Quail","Non-passerine Birds","O","S","T","SIG","G","G",0,0,"N","quailpigeon",37.5,6.5,4.8,2,"Coturnix"
10014,"Turnix varia","Painted Button-quail","Non-passerine Birds","F","F","F","SIG","G","G",0,0,"SP","quailpigeon",92.5,3.7,8,1,"Turnix"
10018,"Turnix velox","Little Button-quail","Non-passerine Birds","O","S","T","SIG","O","G",0,0,"C","quailpigeon",42.5,3.7,4.2,1,"Turnix"
10023,"Ptilinopus superbus","Superb Fruit-Dove","Non-passerine Birds","F","F","F","F","F","X",0,1,"V","quailpigeon",110,1,7.1,2,"Ptilinopus"
10028,"Columba leucomela","White-headed Pigeon","Non-passerine Birds","F","F","F","F","F","X",0,1,"V","quailpigeon",420,1,9.33260869565217,1.84210526315789,"Columba"
10029,"Macropygia amboinensis","Brown Cuckoo-Dove","Non-passerine Birds","F","F","F","F","F","X",0,1,"V","quailpigeon",240,1.2,8.7,1.84210526315789,"Macropygia"
10030,"Geopelia striata","Peaceful Dove","Non-passerine Birds","F","F","F","SG","G","V",0,0,"N","quailpigeon",53.5,2,3.5,2,"Geopelia"
10031,"Geopelia cuneata","Diamond Dove","Non-passerine Birds","F","F","F","SG","G","V",0,0,"C","quailpigeon",33,2,2.5,1.84210526315789,"Geopelia"
10032,"Geopelia humeralis","Bar-shouldered Dove","Non-passerine Birds","F","F","F","SG","G","X",0,1,"V","quailpigeon",330,2,7,2,"Geopelia"
10033,"Chalcophaps indica","Emerald Dove","Non-passerine Birds","F","F","F","F","F","X",0,1,"V","quailpigeon",135,2,9.33260869565217,1.84210526315789,"Chalcophaps"
10043,"Ocyphaps lophotes","Crested Pigeon","Non-passerine Birds","O","O","O","SG","G","V",0,0,"N","quailpigeon",200,2,9,2,"Ocyphaps"
10044,"Leucosarcia melanoleuca","Wonga Pigeon","Non-passerine Birds","F","F","F","F","G","V",0,0,"N","quailpigeon",415,2,16.5,1.84210526315789,"Leucosarcia"
10436,"Cinclosoma punctatum","Spotted Quail-thrush","Passerine Birds","F","F","F","OT","I","G",0,0,"N","quailpigeon",114,3.5,9,2,"Cinclosoma"
10437,"Cinclosoma castanotus","Chestnut Quail-thrush","Passerine Birds","F","F","F","OT","I","G",0,0,"N","quailpigeon",75,2,7.55,1.84210526315789,"Cinclosoma"
10013,"Turnix maculosa","Red-backed Button-quail","Non-passerine Birds","F","F","F","F","G","G",0,0,"N","quailpigeon",188.135185185185,2.92857142857143,9.33260869565217,1.84210526315789,"Turnix"
10017,"Turnix melanogaster","Black-breasted Button-quail","AVES","F","F","F","F","G","G",0,0,"N","quailpigeon",188.135185185185,2.92857142857143,9.33260869565217,1.84210526315789,"Turnix"
10019,"Turnix pyrrhothorax","Red-chested Button-quail","Non-passerine Birds","O","S","F","SIG","G","G",0,0,"SP","quailpigeon",50,4,4.4,1,"Turnix"
10021,"Ptilinopus regina","Rose-crowned Fruit-Dove","Non-passerine Birds","F","F","F","F","F","X",0,1,"V","quailpigeon",105,1,7.4,2,"Ptilinopus"
10024,"Ptilinopus cinctus","Banded Fruit-Dove","AVES","F","F","F","F","F","G",0,0,"N","quailpigeon",188.135185185185,1,9.33260869565217,1.84210526315789,"Ptilinopus"
10025,"Ptilinopus magnificus","Wompoo Fruit-Dove","AVES","F","F","F","F","F","G",0,0,"N","quailpigeon",454.5,1,21.7,2,"Ptilinopus"
10026,"Ducula bicolor","Pied Imperial-Pigeon","AVES","F","F","F","F","F","G",0,0,"N","quailpigeon",456.1,1,9.33260869565217,2,"Ducula"
10027,"Lopholaimus antarcticus","Topknot Pigeon","Non-passerine Birds","F","F","F","F","F","X",0,1,"V","quailpigeon",525,1,21.5,1.84210526315789,"Lopholaimus"
10039,"Geophaps scripta","Squatter Pigeon","AVES","F","F","F","F","G","G",0,0,"N","quailpigeon",221.7,2,8.5,1.84210526315789,"Geophaps"
10438,"Cinclosoma castaneothorax","Chestnut-breasted Quail-thrush","AVES","F","S","F","F","O","G",0,0,"N","quailpigeon",59.75,2,9.33260869565217,2,"Cinclosoma"
10439,"Cinclosoma cinnamomeum","Cinnamon Quail-thrush","AVES","F","O","F","F","O","G",0,0,"N","quailpigeon",57.9,2,8,2,"Cinclosoma"
10756,"Columba vitiensis godmanae","White-throated Pigeon (Lord Howe Is subsp)","AVES","F","F","F","F","G","G",0,0,"N","quailpigeon",188.135185185185,2.92857142857143,9.33260869565217,1.84210526315789,"Columba"
10901,"Lophortyx californicus","California Quail","Non-passerine Birds","F","F","F","F","G","G",0,0,"N","quailpigeon",174.2,13,10,2,"Lophortyx"
10940,"Streptopelia risoria","Barbary Dove","Non-passerine Birds","F","F","F","F","G","G",0,0,"N","quailpigeon",188.135185185185,2.92857142857143,9.33260869565217,1.84210526315789,"Streptopelia"
10957,"Columba livia","Rock Dove","Non-passerine Birds","O","T","O","SG","G","Ledge",0,0,"N","quailpigeon",307.5,2,17.8,2,"Columba"
10989,"Streptopelia chinensis","Spotted Turtle-Dove","Non-passerine Birds","O","T","O","SG","G","V",0,0,"N","quailpigeon",160,1.9,7.7,2,"Streptopelia"
18996,"Coturnix coturnix","Common Quail","Non-passerine Birds","F","F","F","F","G","G",0,0,"N","quailpigeon",188.135185185185,2.92857142857143,9.33260869565217,1.84210526315789,"Coturnix"
10218,"Circus assimilis","Spotted Harrier","Non-passerine Birds","O","S","O","V","C","V",0,0,"C","raptors",610,3.1,42,2,"Circus"
10219,"Circus approximans","Swamp Harrier","Non-passerine Birds","W","W","O","V","C","G",0,0,"C","raptors",740,3.8,40,3,"Circus"
10220,"Accipiter novaehollandiae novaehollandiae","Grey Goshawk","Non-passerine Birds","F","F","F","V","C","V",0,0,"N","raptors",515,2.5,40.5,2,"Accipiter"
10221,"Accipiter fasciatus","Brown Goshawk","Non-passerine Birds","F","F","T","V","C","V",0,0,"C","raptors",440,3,32.5,2,"Accipiter"
10222,"Accipiter cirrhocephalus","Collared Sparrowhawk","Non-passerine Birds","F","F","T","V","C","V",0,0,"N","raptors",182.5,2.9,21,2,"Accipiter"
10224,"Aquila audax","Wedge-tailed Eagle","Non-passerine Birds","F","F","T","V","C","V",0,0,"N","raptors",3700,2,143,2,"Aquila"
10225,"Hieraaetus morphnoides","Little Eagle","Non-passerine Birds","F","F","T","V","C","V",0,0,"N","raptors",815,1.7,62,2,"Hieraaetus"
10226,"Haliaeetus leucogaster","White-bellied Sea-Eagle","Non-passerine Birds","W","W","O","V","C","V",0,0,"N","raptors",3350,2,117,2,"Haliaeetus"
10228,"Haliastur sphenurus","Whistling Kite","Non-passerine Birds","W","W","T","V","C","V",0,0,"N","raptors",775,2,56.5,2,"Haliastur"
10229,"Milvus migrans","Black Kite","Non-passerine Birds","O","S","O","V","C","V",0,0,"C","raptors",585,2.5,56,2,"Milvus"
10230,"Lophoictinia isura","Square-tailed Kite","Non-passerine Birds","F","F","T","V","C","V",0,0,"S","raptors",567.5,2.5,49.9444444444444,2.05,"Lophoictinia"
10232,"Elanus axillaris","Black-shouldered Kite","Non-passerine Birds","O","O","O","V","C","V",0,0,"N","raptors",280,3.4,49.9444444444444,2,"Elanus"
10235,"Falco longipennis","Australian Hobby","Non-passerine Birds","O","F","T","V","C","V",0,0,"N","raptors",250,2.8,28,2.05,"Falco"
10236,"Falco hypoleucos","Grey Falcon","Non-passerine Birds","O","S","O","V","C","V",0,0,"C","raptors",475,2.5,49.9444444444444,2.05,"Falco"
10237,"Falco peregrinus","Peregrine Falcon","Non-passerine Birds","F","F","T","V","C","Ledge",0,0,"N","raptors",745,3.5,48,2,"Falco"
10238,"Falco subniger","Black Falcon","Non-passerine Birds","O","S","O","V","C","V",0,0,"C","raptors",765,3.3,45,2,"Falco"
10239,"Falco berigora","Brown Falcon","Non-passerine Birds","O","O","O","V","C","V",0,0,"C","raptors",547.5,2.8,45,2,"Falco"
10240,"Falco cenchroides","Nankeen Kestrel","Non-passerine Birds","O","O","O","V","I","V",0,0,"C","raptors",175,3.8,20,2,"Falco"
10241,"Pandion cristatus","Osprey","Non-passerine Birds","W","O","O","W","I","W",0,1,"V","raptors",1250,3.8,20,2,"Pandion"
10242,"Ninox novaeseelandiae","Southern Boobook","Non-passerine Birds","F","F","T","V","I","LH",1,0,"N","raptors",282.5,3,49.9444444444444,2,"Ninox"
10246,"Ninox connivens connivens","Barking Owl","Non-passerine Birds","F","F","T","V","I","LH",1,0,"N","raptors",560,3,49.9444444444444,2,"Ninox"
10248,"Ninox strenua","Powerful Owl","Non-passerine Birds","F","F","F","V","C","LH",1,0,"N","raptors",1350,2,56.5,2,"Ninox"
10249,"Tyto javanica","Pacific Barn Owl","Non-passerine Birds","O","F","O","V","C","LH",0,0,"C","raptors",335,2.99230769230769,49.9444444444444,2.05,"Tyto"
10250,"Tyto novaehollandiae novaehollandiae","Masked Owl","Non-passerine Birds","F","F","O","V","C","LH",1,0,"N","raptors",840,2.99230769230769,49.9444444444444,2.05,"Tyto"
10252,"Tyto longimembris","Eastern Grass Owl","Non-passerine Birds","O","S","O","V","C","X",0,1,"V","raptors",310,5,49.9444444444444,2.05,"Tyto"
10253,"Tyto tenebricosa tenebricosa","Sooty Owl","Non-passerine Birds","F","S","O","V","C","LH",1,1,"N","raptors",690,5,49.9444444444444,2.05,"Tyto"
10231,"Hamirostra melanosternon","Black-breasted Buzzard","Non-passerine Birds","O","S","O","V","C","X",0,1,"V","raptors",1300,2.5,49.9444444444444,2.05,"Hamirostra"
10233,"Elanus scriptus","Letter-winged Kite","Non-passerine Birds","O","S","O","V","C","V",0,0,"E","raptors",285,3.4,26,2,"Elanus"
10334,"Hirundapus caudacutus","White-throated Needletail","Non-passerine Birds","F","F","O","A","I","X",0,0,"S","RTTCtails",117.5,3.01315789473684,5.75,2,"Hirundapus"
10361,"Rhipidura albiscarpa","Grey Fantail","Passerine Birds","F","F","F","C","I","V",0,0,"SP","RTTCtails",8,3,1.35,2,"Rhipidura"
10362,"Rhipidura rufifrons","Rufous Fantail","Passerine Birds","F","F","F","TS","I","V",0,0,"S","RTTCtails",10,2.5,2.08939393939394,2,"Rhipidura"
10364,"Rhipidura leucophrys","Willie Wagtail","Passerine Birds","O","O","T","OG","I","V",0,0,"N","RTTCtails",18,3,2.42,2,"Rhipidura"
10380,"Petroica boodang","Scarlet Robin","Passerine Birds","F","F","F","OT","I","V",0,0,"N","RTTCtails",13,2.5,1.52,2,"Petroica"
10381,"Petroica goodenovii","Red-capped Robin","Passerine Birds","F","F","F","OT","I","V",0,0,"N","RTTCtails",9,2.5,1.35,2,"Petroica"
10382,"Petroica phoenicea","Flame Robin","Passerine Birds","F","F","T","OG","I","V",0,0,"L","RTTCtails",13,3.5,2.08,2,"Petroica"
10383,"Petroica rodinogaster","Pink Robin","Passerine Birds","F","F","F","DG","I","V",0,0,"L","RTTCtails",10,3,1.9,2,"Petroica"
10384,"Petroica rosea","Rose Robin","Passerine Birds","F","F","F","TS","I","V",0,0,"SP","RTTCtails",8,2.5,1.48,2,"Petroica"
10385,"Melanodryas cucullata cucullata","Hooded Robin","Passerine Birds","F","F","F","OT","I","V",0,0,"N","RTTCtails",22,2.5,1.48,2,"Melanodryas"
10392,"Eopsaltria australis","Eastern Yellow Robin","Passerine Birds","F","F","F","DG","I","V",0,0,"N","RTTCtails",20,2.5,2.73,2,"Eopsaltria"
10470,"Acanthiza lineata","Striated Thornbill","Passerine Birds","F","F","F","C","I","V",0,0,"N","RTTCtails",7,3,1.32,2,"Acanthiza"
10471,"Acanthiza nana","Yellow Thornbill","Passerine Birds","F","F","F","TS","I","V",0,0,"N","RTTCtails",7,3,1.34,2,"Acanthiza"
10475,"Acanthiza pusilla","Brown Thornbill","Passerine Birds","F","F","F","TS","I","V",0,0,"N","RTTCtails",7,3,1.4,2,"Acanthiza"
10476,"Acanthiza apicalis","Inland Thornbill","Passerine Birds","F","F","F","TS","I","V",0,0,"N","RTTCtails",7,2.5,2.08939393939394,2,"Acanthiza"
10481,"Acanthiza uropygialis","Chestnut-rumped Thornbill","Passerine Birds","F","F","F","OT","I","SH",1,0,"N","RTTCtails",6,3,1.18,2,"Acanthiza"
10482,"Acanthiza iredalei hedleyi","Slender-billed Thornbill","Passerine Birds","O","S","F","LS","I","V",0,0,"N","RTTCtails",6,3,0.93,2,"Acanthiza"
10484,"Acanthiza reguloides","Buff-rumped Thornbill","Passerine Birds","F","F","F","OT","I","V",0,0,"N","RTTCtails",8,3,1.22,2,"Acanthiza"
10486,"Acanthiza chrysorrhoa","Yellow-rumped Thornbill","Passerine Birds","O","O","T","OG","I","V",0,0,"N","RTTCtails",9,3.5,1.44,2,"Acanthiza"
10558,"Cormobates leucophaeus","White-throated Treecreeper","Passerine Birds","F","F","F","B","I","SH",1,0,"N","RTTCtails",22,2.5,2.08939393939394,2,"Cormobates"
10560,"Climacteris erythrops","Red-browed Treecreeper","Passerine Birds","F","F","F","B","I","SH",1,0,"N","RTTCtails",23,2,2.08939393939394,2,"Climacteris"
10561,"Climacteris affinis","White-browed Treecreeper","Passerine Birds","F","F","F","B","I","SH",1,0,"N","RTTCtails",21,2,2.86,2,"Climacteris"
10650,"Stagonopleura bella","Beautiful Firetail","Passerine Birds","F","F","F","SG","G","V",0,0,"N","RTTCtails",14,5.5,1.55,2,"Stagonopleura"
10652,"Stagonopleura guttata","Diamond Firetail","Passerine Birds","F","F","F","SG","G","V",0,0,"N","RTTCtails",17,5,1.6,2,"Stagonopleura"
60555,"Climacteris picumnus victoriae","Brown Treecreeper (south-eastern ssp)","Passerine Birds","F","F","F","OG","I","V",0,0,"N","RTTCtails",39.99375,3.01315789473684,2.08939393939394,2,"Climacteris"
10387,"Eopsaltria georgiana","White-breasted Robin","AVES","F","F","F","OG","I","V",0,0,"N","RTTCtails",19.15,2,2.59,2,"Eopsaltria"
10389,"Heteromyias cinereifrons","Grey-headed Robin","AVES","F","F","F","OG","I","V",0,0,"N","RTTCtails",35.4,1.5,4.2,2,"Heteromyias"
10390,"Poecilodryas superciliosa","White-browed Robin","AVES","F","F","F","OG","I","V",0,0,"N","RTTCtails",19.9,2,2.04,2,"Poecilodryas"
10394,"Eopsaltria griseogularis","Western Yellow Robin","AVES","F","F","F","OG","I","V",0,0,"N","RTTCtails",19.95,2,2.08939393939394,2,"Eopsaltria"
10396,"Tregellasia capito","Pale-yellow Robin","AVES","F","F","F","OG","I","V",0,0,"N","RTTCtails",13.3,2,2.3,2,"Tregellasia"
10397,"Tregellasia leucops","White-faced Robin","AVES","F","F","F","OG","I","V",0,0,"N","RTTCtails",14.85,2,2,2,"Tregellasia"
10472,"Acanthiza inornata","Western Thornbill","Passerine Birds","F","F","F","OG","I","V",0,0,"N","RTTCtails",7,3,1.35,2,"Acanthiza"
10474,"Acanthiza katherina","Mountain Thornbill","Passerine Birds","F","F","F","OG","I","V",0,0,"N","RTTCtails",7,2.5,2.08939393939394,2,"Acanthiza"
10480,"Acanthiza robustirostris","Slaty-backed Thornbill","Passerine Birds","F","S","F","OG","I","V",0,0,"N","RTTCtails",6,3,1.33,2,"Acanthiza"
10555,"Climacteris picumnus","Brown Treecreeper","AVES","F","F","F","B","I","SH",1,0,"N","RTTCtails",32,3,4.05,2,"Climacteris"
10556,"Climacteris rufa","Rufous Treecreeper","AVES","F","S","F","OG","I","V",0,0,"N","RTTCtails",32.7,2,4.18,2,"Climacteris"
10781,"Motacilla alba lugens","Black-backed Wagtail","AVES","F","F","F","OG","I","V",0,0,"N","RTTCtails",39.99375,3.01315789473684,2.08939393939394,2,"Motacilla"
10800,"Anas acuta","Northern Pintail","Non-passerine Birds","F","F","F","OG","I","V",0,0,"N","RTTCtails",905,3.01315789473684,2.08939393939394,2,"Anas"
10874,"Motacilla alba","White Wagtail","Passerine Birds","O","T","F","OG","I","X",0,1,"V","RTTCtails",25,5.6,2.3,2,"Motacilla"
10875,"Motacilla cinerea","Grey Wagtail","AVES","F","W","F","OG","I","V",0,0,"N","RTTCtails",17.35,5,1.91,2,"Motacilla"
10876,"Motacilla citreola","Citrine Wagtail","AVES","F","W","F","OG","I","V",0,0,"N","RTTCtails",21.65,5,2,2,"Motacilla"
10877,"Motacilla flava","Yellow Wagtail","Passerine Birds","O","O","F","OG","I","X",0,1,"S","RTTCtails",21,5.4,1.8,2,"Motacilla"
10115,"Thalaseus bergii","Crested Tern","Waders","W","C","O","W","C","W",0,0,"C","terngullgannet",310,1,35.631875,2,"Thalaseus"
10125,"Chroicocephalus novaehollandiae","Silver Gull","Waders","W","W","O","W","I","W",0,0,"C","terngullgannet",290,2.1,40.2,2,"Chroicocephalus"
10104,"Morus serrator","Australasian Gannet","Marine Birds","W","C","O","W","C","W",0,0,"C","terngullgannet",2300,1,35.631875,2,"Morus"
10109,"Chlidonias leucopterus","White-winged Black Tern","Waders","W","W","O","W","I","X",0,0,"S","terngullgannet",60,2.8,10.5,2,"Chlidonias"
10110,"Chlidonias hybridus javanicus","Whiskered Tern","Waders","W","W","O","W","I","W",0,0,"S","terngullgannet",80,2.8,16,2,"Chlidonias"
10111,"Gelochelidon nilotica macrotarsa","Gull-billed Tern","Waders","W","W","O","W","C","W",0,0,"C","terngullgannet",265,2.5,35.631875,2,"Gelochelidon"
10112,"Hydroprogne caspia","Caspian Tern","Waders","W","W","O","W","C","W",0,0,"C","terngullgannet",680,2.4,65,2,"Hydroprogne"
10113,"Sterna dougallii","Roseate Tern","AVES","W","C","O","W","C","W",0,0,"C","terngullgannet",484.141304347826,1.5,20.4,2,"Sterna"
10114,"Sterna striata","White-fronted Tern","Waders","W","CP","O","W","C","X",0,0,"W","terngullgannet",130,1.1,35.631875,2,"Sterna"
10117,"Sternula albifrons sinensis","Little Tern","Waders","W","C","O","W","C","W",0,0,"C","terngullgannet",50,2.2,10,2,"Sternula"
10118,"Sternula nereis nereis","Fairy Tern","Waders","W","C","O","W","C","W",0,0,"C","terngullgannet",70,1.8,10.2,2,"Sternula"
10119,"Sterna sumatrana","Black-naped Tern","AVES","W","C","O","W","C","W",0,0,"C","terngullgannet",106,1.6,16.1,2,"Sterna"
10120,"Onychoprion fuscata","Sooty Tern","Waders","W","P","O","W","C","X",0,1,"V","terngullgannet",227.5,1,40.2,2,"Onychoprion"
10121,"Onychoprion anaethetus","Bridled Tern","Waders","W","P","O","W","C","X",0,1,"V","terngullgannet",145,1,20,2,"Onychoprion"
10783,"Xema sabini","Sabine's Gull","AVES","W","C","O","W","C","W",0,0,"C","terngullgannet",484.141304347826,2.025,35.631875,2,"Xema"
10785,"Leucophaeus atricalla","Laughing Gull","Waders","W","C","O","W","C","X",0,1,"V","terngullgannet",300,2.025,35.631875,2,"Leucophaeus"
10825,"Morus capensis","Cape Gannet","Non-passerine Birds","W","C","O","W","C","W",0,0,"C","terngullgannet",2636.5,1,105,2,"Morus"
10856,"Larus crassirostris","Black-tailed Gull","Waders","W","C","O","W","I","X",0,1,"V","terngullgannet",555,2.025,35.631875,2,"Larus"
10884,"Chlidonias niger","Black Tern","AVES","W","C","O","W","C","W",0,0,"C","terngullgannet",60.25,2.6,11,2,"Chlidonias"
10885,"Leucophaeus pipixcan","Franklins Gull","Waders","W","C","O","W","C","X",0,1,"V","terngullgannet",280,2.025,35.631875,2,"Leucophaeus"
10952,"Sterna paradisaea","Arctic Tern","Marine Birds","W","P","O","W","C","X",0,0,"C","terngullgannet",110,2.025,35.631875,2,"Sterna"
10953,"Sterna hirundo","Common Tern","Marine Birds","W","C","O","W","C","X",0,0,"S","terngullgannet",120,2.5,21,2,"Sterna"
10972,"Gygis alba","White Tern","AVES","W","C","O","W","C","W",0,0,"C","terngullgannet",484.141304347826,2.025,35.631875,2,"Gygis"
10981,"Larus dominicanus","Kelp Gull","Waders","W","C","O","W","I","W",0,0,"N","terngullgannet",940,2.4,84.2,2,"Larus"
10982,"Procelsterna cerulea","Grey Ternlet","Marine Birds","W","P","O","W","C","X",0,1,"V","terngullgannet",70,5,1.91,2,"Procelsterna"
60126,"Larus pacificus pacificus","Pacific Gull","Waders","W","C","O","W","C","W",0,0,"C","terngullgannet",1350,2.2,98.4,2,"Larus"
10020,"Pedionomus torquatus","Plains-wanderer","Non-passerine Birds","O","S","O","OG","G","G",0,0,"C","waders",67.5,3.6,10,1,"Pedionomus"
10132,"Erythrogonys cinctus","Red-kneed Dotterel","Waders","W","W","O","W","I","W",0,0,"C","waders",47.5,3.7,10.2833333333333,2,"Erythrogonys"
10139,"Charadrius mongolus","Lesser Sand Plover","Waders","W","C","O","W","I","X",0,0,"S","waders",63.5,3.585,10.2833333333333,2.18181818181818,"Charadrius"
10140,"Charadrius bicinctus","Double-banded Plover","Waders","W","W","O","W","I","X",0,0,"W","waders",70,2.9,11.5,2,"Charadrius"
10143,"Charadrius ruficapillus","Red-capped Plover","Waders","W","W","O","W","I","W",0,0,"C","waders",37.5,2,10.2833333333333,2,"Charadrius"
10144,"Elseyornis melanops","Black-fronted Dotterel","Waders","W","W","O","W","I","W",0,0,"C","waders",32.5,2.5,10.2833333333333,2,"Elseyornis"
